Date,SMCI,DECK,RS,CSL,GDDY,VST,GGG,MANH,LII,WSM,SAIA,LECO,RPM,XPO
2019-01-03,0.03973506043958186,-0.028043918528630307,-0.025038622373713904,-0.019114613427925198,-0.04122891062034317,-0.009383372098396014,-0.0307987917685707,-0.023702299894528434,-0.017951920298737822,-0.006577537867186178,-0.009901006719154726,-0.02899467721890303,-0.04854367865037945,-0.04024286205986771
2019-01-04,-0.008917158684665694,-0.031952918854434964,0.04131993121293398,0.020193713743194452,0.03934914411252488,0.04059544408053717,0.03202585924127943,0.03423160705079065,0.0346760196007756,0.014446105531245479,0.019814809163411384,0.036437767819970546,-0.04774057700702772,0.028736666146042422
2019-01-07,0.008997389837595238,0.027177908972096487,-0.0024798837000866714,0.0,0.016773212098269985,0.01690497845729433,0.0004812056056486824,0.017605634433428774,-0.0028232535031676997,0.026503228253850875,-0.003450129430940252,0.004569077971108504,0.010524402241673503,0.0397048309696888
2019-01-08,-0.006369390382820028,0.007354102159606635,0.0378452926291466,0.015340476415293569,-0.008798136054456007,0.0004263775335351383,0.01779271531205162,0.031141922406854983,0.013425428851937093,0.026975002553378147,0.026056856365598735,0.020719958438527364,0.03578877654953505,0.017911485074554534
2019-01-09,-0.004487220947871573,0.004761197583706078,0.0045249076555744505,0.013841662100811725,0.006498650284046503,-0.006817262090406229,0.009213159936682036,0.011856795755052829,0.012481329813325726,0.004502857268939842,0.014739797480294525,0.013491862135240673,0.010603168079088343,0.029880410793853063
2019-01-10,0.0,-0.10274839562489002,0.008876596950698978,0.01538321142461263,0.006614144392839583,0.034319998236797655,0.007958947093831492,-0.0033163323612588336,0.0016021460657276165,-0.024094293675651635,0.0,0.009892615681807104,-0.003979746699190878,0.012089037311866502
2019-01-11,-0.03219575071456493,-0.002728611538846404,0.003676943919421971,0.006154653473924521,-0.013454268152218396,-0.013272414695253976,-0.01091509195966156,0.014862425504245769,-8.89140485935691e-05,0.010717724254436733,-0.009800447402440793,-0.003023225037778965,-0.0074464216389174,0.0030259468885367458
2019-01-14,0.020625444120045744,0.004060009462334424,-0.008112008567190077,-0.0016941886456649513,-0.01300348361824688,-0.01008815972944177,-0.00610461145002783,-0.011147504295807686,-0.003954889102291914,0.01003604418636539,-0.024036772116276417,-0.015526589124040258,-0.00713644044224182,-0.045728805630903535
2019-01-15,-0.015645356501360674,0.0009669533077174552,-0.011740020471965318,-0.014328544029769463,0.010122063567294726,0.0076433191088758345,-0.008268509016505998,0.027851420751227263,0.0011153193983284293,0.01443564139262854,-0.0016298469865688725,-0.00653040010464967,-0.017992781733622287,0.003494205275452522
2019-01-16,-0.009933812477823878,0.008694105909286431,0.016017238896518293,0.008415980834296954,0.00874819860672238,0.02191315859059295,0.006907929512427691,0.009247318390877002,-0.019251239191550473,-0.030123982348644107,0.00598581552628108,0.0028526853093711058,0.012844578059548528,0.005637520533409601
2019-01-17,-0.010033419427692092,0.023593932353056513,0.0149762516342824,0.01337279894533272,0.015610304663314256,0.014845374787995969,0.011828705411660145,0.011080342092099293,0.0025443720025264405,0.009527553028547242,0.014605145810718145,0.018797880493268693,0.009325071666265838,0.018796385028688745
2019-01-18,0.01351350045186761,0.011057268479477855,0.01501451193686587,0.017501318954664224,0.01397289000642954,-0.01665985527373548,0.01149945699441468,0.01938879144684602,0.021437709589540166,0.01717632678290193,0.05064863072571524,0.02233536262986746,0.019401153879454958,0.03398600524803208
2019-01-22,-0.018666648864746116,0.018591730742903545,-0.014792411103773273,-0.009658237422585203,-0.02817327218914456,0.0033057174932034084,-0.018793083521845833,-0.011370668786556348,-0.0061676618410604345,-0.025422251333705015,-0.02655615228669228,-0.021966101479403366,0.002718909921467727,-0.014086680812562036
